subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet
Wi-Rh-94,1980-04-27,2000-04-07,19.94,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-95,1980-04-27,2007-07-11,27.21,Rhesus Indian-derived macaque,Female,Individual,Inside,Chow
Wi-Rh-962,2000-01-01,,,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-964,2000-01-01,,,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-965,2000-01-01,,,Rhesus Indian-derived macaque,Male,Mixed,Inside,Chow
Wi-Rh-97,1980-05-16,2011-07-08,31.15,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-98,1980-09-07,2006-08-14,25.94,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-Rh-99,1980-10-01,2011-02-17,30.38,Rhesus Indian-derived macaque,Male,Individual,Inside,Chow
Wi-St-1,1983-08-11,,,Stumptail macaque,Male,Mixed,Inside,Chow
Wi-St-11,1987-10-31,,,Stumptail macaque,Male,Mixed,Inside,Chow
Wi-St-12,1988-06-07,,,Stumptail macaque,Male,Mixed,Inside,Chow
Wi-St-13,1979-12-28,1995-04-24,15.32,Stumptail macaque,Female,Individual,Inside,Chow
Wi-St-14,1983-04-24,,,Stumptail macaque,Male,Individual,Inside,Chow
Wi-St-2,1982-06-22,,,Stumptail macaque,Male,Mixed,Inside,Chow
Wi-St-3,1983-04-24,,,Stumptail macaque,Male,Mixed,Inside,Chow
Wi-St-4,1983-04-24,,,Stumptail macaque,Male,Mixed,Inside,Chow
Wi-St-5,1983-04-24,,,Stumptail macaque,Male,Mixed,Inside,Chow
Wi-St-6,1983-04-06,,,Stumptail macaque,Male,Mixed,Inside,Chow
Wi-St-7,1983-04-06,,,Stumptail macaque,Male,Mixed,Inside,Chow
Ye-Bo-1,1970-01-01,,,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-10,1992-02-15,,,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-11,1994-08-11,,,Bonobo,Male,Social,Unknown,Chow
Ye-Bo-12,1992-09-24,,,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-13,1974-12-06,1996-07-05,21.58,Bonobo,Male,Social,Unknown,Chow
Ye-Bo-14,1950-01-01,2013-04-10,63.27,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-15,1967-08-27,2022-12-14,55.30,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-16,1956-01-01,2009-01-25,53.07,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-17,1969-04-17,,,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-18,1982-03-19,,,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-2,1971-01-01,2005-07-22,34.56,Bonobo,Male,Social,Unknown,Chow
Ye-Bo-3,1980-10-28,,,Bonobo,Male,Social,Unknown,Chow
Ye-Bo-4,1983-10-23,,,Bonobo,Male,Social,Unknown,Chow
Ye-Bo-5,1984-03-26,1995-12-04,11.69,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-6,1985-07-15,,,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-7,1985-11-17,,,Bonobo,Female,Social,Unknown,Chow
Ye-Bo-8,1989-01-08,,,Bonobo,Male,Social,Unknown,Chow
Ye-Bo-9,1990-04-15,,,Bonobo,Male,Social,Unknown,Chow
Ye-Br-1,1969-03-17,1997-05-22,28.18,Bornean orangutan,Male,Social,Unknown,Other
Ye-Br-3,1977-12-17,,,Bornean orangutan,Male,Social,Unknown,Other
Ye-Br-4,1984-11-19,,,Bornean orangutan,Female,Social,Unknown,Other
Ye-Br-5,1982-10-08,1993-10-12,11.01,Bornean orangutan,Male,Social,Unknown,Other
Ye-Br-6,1990-04-18,1998-08-13,8.32,Bornean orangutan,Male,Social,Unknown,Other
Ye-Ch-1,1932-09-21,1992-02-19,59.41,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-10,1958-10-15,1995-10-06,36.98,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-100,1983-03-21,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-101,1983-04-18,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-102,1969-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-103,1983-12-18,2001-06-11,17.48,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-104,1984-08-03,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-105,1975-08-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-106,1984-08-03,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-107,1976-02-25,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-108,1984-09-18,,,Chimpanzee,Male,Unknown,Inside,Chow
Ye-Ch-109,1976-02-29,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-11,1959-11-11,2007-01-29,47.22,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-110,1976-06-14,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-111,1976-07-24,2004-09-15,28.14,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-112,1986-01-03,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-113,1968-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-114,1976-10-16,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-115,1986-02-18,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-116,1976-11-28,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-117,1986-05-21,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-118,1977-02-19,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-119,1986-08-01,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-12,1960-07-07,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-120,1977-03-05,1997-07-15,20.36,Chimpanzee,Female,Unknown,Inside,Chow
Ye-Ch-121,1986-11-19,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-122,1978-10-03,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-123,1987-01-12,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-124,1978-10-16,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-125,1970-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-126,1979-02-13,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-127,1979-02-19,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-128,1987-06-23,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-129,1987-07-01,1997-04-04,9.76,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-13,1960-07-07,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-130,1979-05-16,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-131,1987-09-21,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-132,1979-06-05,2003-07-24,24.14,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-133,1987-10-15,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-134,1979-06-09,2001-10-19,22.36,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-135,1988-02-03,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-136,1980-01-09,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-137,1988-04-27,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-138,1988-05-04,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-139,1980-06-07,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-14,1960-01-01,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-140,1980-08-14,2002-07-05,21.89,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-141,1988-07-14,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-142,1980-08-27,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-143,1988-07-16,2007-05-01,18.79,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-144,1989-03-30,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-145,1981-06-27,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-146,1982-03-19,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-147,1982-08-14,2003-10-17,21.17,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-148,1989-04-20,2005-02-13,15.81,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-149,1982-10-30,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-15,1959-08-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-150,1989-05-06,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-151,1983-12-29,2003-01-30,19.09,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-152,1984-01-02,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-153,1984-01-10,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-154,1989-07-08,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-155,1989-08-02,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-156,1984-06-29,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-158,1984-11-27,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-159,1985-01-11,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-16,1946-04-01,1993-02-03,46.84,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-160,1990-01-14,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-161,1985-02-17,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-162,1990-02-08,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-163,1985-04-26,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-164,1990-02-19,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-165,1985-05-17,2008-06-12,23.07,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-166,1990-07-08,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-167,1985-12-31,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-168,1990-08-27,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-169,1986-05-13,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-17,1947-04-01,1995-12-02,48.67,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-170,1990-12-18,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-171,1991-05-21,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-172,1987-01-25,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-174,1987-07-26,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-175,1992-01-17,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-176,1987-09-23,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-177,1992-02-11,1992-09-11,0.58,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-178,1992-03-16,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-179,1987-12-17,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-18,1959-01-01,1993-12-19,34.97,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-180,1987-12-19,2004-02-23,16.18,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-181,1992-05-28,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-182,1988-06-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-183,1992-11-10,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-184,1966-01-01,2004-03-07,38.18,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-185,1992-12-25,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-186,1988-06-06,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-187,1993-01-10,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-188,1988-06-16,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-189,1988-07-24,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-19,1961-01-01,2001-03-28,40.24,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-190,1993-02-02,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-191,1988-08-13,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-192,1993-03-06,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-193,1988-10-27,2001-12-19,13.15,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-194,1993-03-22,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-195,1988-10-31,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-196,1993-04-18,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-197,1993-06-09,1994-09-07,1.24,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-198,1989-01-20,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-199,1993-07-05,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-2,1940-02-24,1998-02-10,57.96,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-20,1958-02-01,1994-02-22,36.06,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-200,1989-02-11,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-201,1993-07-14,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-202,1989-02-17,2003-12-13,14.82,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-203,1993-09-08,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-204,1993-09-26,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-205,1989-06-26,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-206,1994-03-09,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-207,1989-07-06,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-208,1989-10-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-209,1996-04-11,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-21,1967-09-16,2007-10-31,40.12,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-210,1989-10-05,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-212,1990-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-213,1997-05-22,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-214,1997-07-26,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-215,1990-04-15,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-216,1990-06-18,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-217,1990-08-06,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-218,1991-02-18,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-219,1991-04-18,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-22,1968-02-23,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-220,1991-05-20,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-221,1991-05-28,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-222,1991-06-15,2022-08-11,31.15,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-223,1991-09-04,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-224,1992-03-09,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-225,1992-04-23,1995-01-02,2.69,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-226,1992-06-22,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-227,1992-10-26,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-228,1992-11-09,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-229,1993-01-21,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-23,1968-02-24,2004-01-07,35.87,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-230,1993-07-08,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-231,1993-07-19,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-232,1994-02-10,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-233,1994-02-11,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-234,1994-03-19,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-236,1994-08-29,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-238,1994-12-05,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-239,1995-05-17,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-24,1962-08-01,2006-04-25,43.73,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-241,1995-09-05,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-242,1997-03-07,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-243,1965-03-01,1998-10-14,33.62,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-244,1970-01-01,1995-10-04,25.76,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-245,1974-01-01,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-246,1969-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-247,1972-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-248,1970-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-249,1972-05-17,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-25,1955-01-01,1994-06-27,39.49,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-26,1956-07-01,2000-12-04,44.42,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-27,1957-02-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-28,1965-08-10,2000-12-21,35.36,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-29,1971-03-03,1991-07-13,20.36,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-3,1941-01-28,1996-05-09,55.28,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-30,1961-01-01,1999-10-14,38.79,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-31,1971-04-02,1992-04-24,21.06,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-32,1959-01-01,2000-03-24,41.23,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-33,1956-01-01,1992-10-07,36.77,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-34,1971-12-14,2003-12-15,32.00,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-36,1962-01-01,2006-03-20,44.22,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-37,1964-01-01,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-38,1967-12-10,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-39,1973-05-10,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-4,1946-12-01,1992-01-16,45.12,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-40,1967-12-27,1994-06-12,26.46,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-42,1969-01-01,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-43,1969-05-08,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-44,1975-07-22,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-45,1959-11-01,2001-06-05,41.59,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-46,1975-09-08,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-47,1955-01-01,2000-04-27,45.32,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-48,1965-01-01,1994-03-22,29.22,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-49,1976-01-06,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-5,1953-12-10,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-50,1970-01-14,1994-07-12,24.50,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-51,1976-01-20,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-52,1976-04-10,1996-04-04,19.98,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-53,1976-11-17,2004-02-09,27.23,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-54,1976-12-20,2002-02-13,25.15,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-55,1977-01-21,2005-04-06,28.21,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-56,1977-04-30,2002-06-10,25.11,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-57,1970-10-07,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-58,1977-06-27,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-59,1977-10-10,2000-01-14,22.26,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-6,1954-05-21,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-60,1971-01-13,2000-10-23,29.78,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-61,1978-01-04,1991-02-25,13.14,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-62,1971-09-17,1997-03-07,25.47,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-63,1957-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-64,1972-03-19,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-65,1978-12-23,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-66,1972-05-17,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-67,1979-03-31,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-68,1972-05-22,1995-09-03,23.28,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-69,1979-06-21,1998-05-07,18.88,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-7,1956-10-17,1995-02-22,38.35,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-70,1972-08-14,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-71,1964-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-72,1979-08-12,2002-12-09,23.33,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-73,1964-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-74,1979-09-22,2000-02-08,20.38,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-75,1979-10-23,2001-04-17,21.49,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-76,1979-11-27,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-77,1972-12-16,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-78,1979-12-17,2004-12-08,24.98,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-79,1967-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-8,1958-02-14,2006-01-15,47.92,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-80,1980-06-06,2004-08-02,24.15,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-81,1973-08-03,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-82,1980-11-25,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-83,1957-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-84,1950-01-01,1995-11-21,45.89,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-85,1981-01-20,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-86,1963-01-01,2001-01-03,38.01,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-87,1981-08-16,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-88,1981-09-06,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-89,1969-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-9,1958-11-03,2003-01-02,44.16,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-90,1969-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-91,1981-11-19,2000-04-27,18.44,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-92,1967-01-01,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-93,1969-01-01,2005-12-14,36.95,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-94,1981-11-11,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-95,1982-02-17,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Ch-96,1974-07-27,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-97,1973-10-20,,,Chimpanzee,Female,Social,Inside,Chow
Ye-Ch-98,1982-05-19,,,Chimpanzee,Male,Social,Inside,Chow
Ye-Go-1,1961-01-01,,,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-10,1981-09-08,2004-10-04,23.07,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-11,1965-10-15,2007-04-03,41.47,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-12,1967-04-08,,,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-13,1983-03-26,2020-07-13,37.30,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-14,1972-08-07,,,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-15,1986-01-25,,,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-16,1976-03-01,,,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-17,1978-10-02,1999-11-05,21.09,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-18,1989-03-15,,,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-19,1983-03-16,,,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-2,1962-07-01,2003-11-27,41.40,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-20,1989-07-20,,,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-21,1991-05-14,,,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-22,1984-10-10,,,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-23,1996-06-07,,,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-24,1989-03-18,2016-03-15,26.99,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-25,1993-04-10,,,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-3,1963-03-21,,,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-4,1963-03-01,2004-10-04,41.59,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-5,1963-11-01,2002-01-02,38.17,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-6,1963-03-01,1990-07-19,27.38,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Go-7,1963-11-01,1994-12-19,31.13,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-8,1979-08-21,1990-02-28,10.52,Western lowland gorilla,Male,Social,Mixed,Other
Ye-Go-9,1959-04-01,,,Western lowland gorilla,Female,Social,Mixed,Other
Ye-Nw-1,1960-01-01,1993-06-23,33.48,Northwest Bornean orangutan,Female,Social,Unknown,Other
Ye-Nw-2,1981-03-19,2012-11-15,31.66,Northwest Bornean orangutan,Male,Social,Unknown,Other
Ye-Nw-3,1986-02-18,,,Northwest Bornean orangutan,Male,Social,Unknown,Other
Ye-Nw-4,1972-11-13,2006-10-03,33.89,Northwest Bornean orangutan,Male,Social,Unknown,Other
Ye-Pi-1,1988-01-01,2000-03-03,12.17,Pigtail macaque,Female,Social,Unknown,Chow
Ye-Pi-10,1985-07-01,1999-10-07,14.27,Pigtail macaque,Male,Social,Unknown,Chow
Ye-Pi-2,1987-01-01,2000-04-26,13.32,Pigtail macaque,Female,Social,Unknown,Chow
